福建省,14
台湾省,31
贵州省,6
宁夏回族自治区,2
广东省,44
重庆市,7
甘肃省,22
黑龙江省,5
河南省,11
安徽省,5
江苏省,22
北京市,5
新疆维吾尔自治区,3
浙江省,19
广西壮族自治区,15
青海省,2
山西省,4
海南省,7
天津市,18
辽宁省,9
江西省,15
四川省,25
吉林省,6
河北省,8
云南省,8
山东省,20
香港特别行政区,102
上海市,1
湖北省,3
